name,alias,country,region,lat,lon,isni
University of Augsburg,Uni Augsburg; دانشگاه اوگسبورگ; Universität Augsburg; Universite d'Augsbourg; Université d’Augsbourg; Universidade de Augsburg,Germany,Augsburg,48.33388889,10.89833333,
University of Auvergne,Université Clermont-Ferrand-I,France,Clermont-Ferrand,45.7706,3.08861,
University of Aveiro,Universidade de Aveiro; Grande aluviao; Grande aluvião; Magna Tuna Cartola,,,40.63027778,-8.6575,
University of Avignon,UAPV; Université d'Avignon; Авиньонский университет; Университет Авиньона; Авіньйонський університет; Університет Авіньйона; Університет Авіньйона та Воклюза,France,Avignon,43.95,4.81806,0000 0001 2190 2394
University of Bacău,Universite de Bacau; Universite de Bacău; Universitatea „Vasile Alecsandri” din Bacău,Romania,Bacău,46.5542,26.9134,
University of Baghdad,Університет Багдада,Iraq,Baghdad,33.273889,44.3775,
University of Bahr El-Ghazal,,South Sudan,,7.73447,27.9914,
University of Bahrain,جامعه البحرين; Bahrain University; UoB,Bahrain,,26.0522,50.5084,
University of Balamand,,Lebanon,,34.366111111111,35.782222222222,
University of Baltimore,UB,United States of America,Maryland,39.305555555556,-76.616944444444,
University of Baltimore School of Law,,United States of America,Maryland,39.3062,-76.6172,
University of Bamberg,Otto-Friedrichova univerzita v Bamberku; Universita Otto-Friedricha Bamberg; Otto-Friedrich-Universität; Uni BA; Uni Bamberg; Uniba; Universität Bamberg; Otto-Friedrich Universität; Universite Otto-Friedrich de Bamberg; Otto-Friedrich-Universität Bamberg; Università di Bamberga; Otto-Friedrich-Universität Bamberg; Universiteti “Otto-Friedrich”; 巴姆贝格大学,Germany,Bamberg,49.893888888889,10.886666666667,
University of Bamenda,,Cameroon,Bamenda,5.93,10.17,
University of Bangui,Université de Bangui,Central African Republic,Bangui,4.37564,18.56335,
University of Barcelona,"Estudi General de Barcelona; UB; Universitat Central de Barcelona; Barcelonas universitet; Universidad de Barcelona; Universidad de Barcelona; Universitat de Barcelona; Estudio General de Barcelona; Universidad central de Barcelona; Universidad de Barcelona.; Universitat de Barcelona; Universitat de Barcelona; Universitat de Barcelona; Universitat de Barcelona; Universite de Barcelone; Universitat de Barcelona; Universitat de Barcelona; Universidad de Barcelona; Universitat de Barcelona; Universitat de Barcelona; Universitat de Barcelona; Universidad de Barcelona; Universitat de Barcelona; Universitetet i Barcelona; Університет Барселони; Universitat de Barcelona, UB",Spain,Barcelona,41.386666666667,2.1638888888889,0000 0001 2108 3261
University of Bari,Universite de Bari; Università Aldo Moro; Università degli Studi di Bari; Università di Bari; Aldo Moro-universiteit van Bari; Universiteti i Barit Aldo Moro,Italy,Bari,41.120406,16.86837,
University of Basel,Unibas; جامعه بازل; Універсітэт Базеля; Uni Basel; Bazela Universitato; Universität Basel; Universitato Bazelo; Universite de Bale; אוניברסיטת באזל; Universität Basel; University of Basel; 바젤 대학; Universitat Basel; Universität Basel; Universiteit van Basel; Uniwersytet w Bazylei; Universidade Basiléia; Universidade da Basiléia; Universidade de Basel; Universidade de Basiléia; Университет Базеля; பேசல் பல்கலைக்கழகம்,Switzerland,Basel,47.55858,7.5836,
University of Basilicata,Universite de la Basilicate; Università degli Studi di Basilicata; Università della Basilicata,,,40.6471,15.8085,
University of Basrah,جامعه البصره; Universite de Bassorah; Zankoy Besra; Zankoya Besra,Iraq,Basra,30.568,47.749,
University of Bath,Universität Bath; Universität von Bath; Πανεπιστήμιο του Μπάθ; University of Bath; دانش گاه باث; University of Bath; Universitetet i Bath; Университет Бата,England,Bath,51.3796,-2.328,
University of Batna,,Algeria,Batna,35.54095,6.14887,
University of Bayreuth,UBT; Uni Bayreuth; Universität Bayreuth; Universite de Bayreuth; Universitat Bayreuth; Universität Bayreuth; Universiteit Bayreuth; Universität Bayreuth; Университет Байройта,Germany,Bayreuth,49.928847,11.585897,
University of Bedfordshire,Université de Luton; University of Bedfordshire,United Kingdom,Luton,51.8778,-0.411389,
University of Beira Interior,UBI,Portugal,Covilhã,40.2774,-7.50887,
University of Belgrade,Бялградскі універсітэт; Beogradski univerzitet; Univerzita v Bělehradě; Uni Belgrad; Univerzitet u Beogradu; Universite de Belgrade; Univerzitet u Beogradu; Универзитет во Белград; Uniwersytet Belgradski; Uniwersytet Belgradzki; Университет Белграда; Beogradski univerzitet; Sveučilište u Beogradu; Београдски универзитет; Универзитет у Београду; Belehradská univerzita; Univerzita v Belehrade; Београдски Универзитет; БУ; Universitetet i Belgrad; 布尔格莱德大学; Univerzitet u Beogradu,Serbia,Belgrade,44.8184,20.4574,
University of Belgrade Faculty of Law,في كلية الحقوق في جامعة بلغراد; Правни факултет Универзитета у Београду; Правни факултет Београд; Правни факултет у Београду,Serbia,,44.8072,20.4721,
University of Belgrano,Universidad de Belgrano; University of Belgrano; Universite de Belgrano; Universidad de Belgrano,Argentina,Buenos Aires,-34.56390556,-58.44375,
University of Belize,பெலீசு பல்கலைக்கழகம்,Belize,,17.2436,-88.7602,
University of Benghazi,جامعة قار يونس; جامعة قاريونس; جامعه قاريونس; Universitat de Bengasi; Universidad de Bengasi; Universidad de Garyounis; Université Garyounis,Libya,Benghazi,32.1167,20.0667,
University of Benin,University of Benin,Nigeria,Benin City,6.4,5.6,
University of Bergamo,Universite de Bergame; unibg; Università di Bergamo; Università degli Studi di Bergamo,Italy,,45.7045349,9.6606925,0000 0001 0692 9556
University of Bergen,Bergenská univerzita; UiB; Universitas Bergensis; Universitetet i Bergen; UiB; Universitas Bergensis; 卑爾根大學,Norway,Bergen,60.388086111111,5.3228722222222,
University of Bern,Uni Bern; Unibe; Universitas Bernensis; Universite de Berne; Universität Bern; Universität Bern; Université de Berne; Universitat Bern; Universität Bern; Universität Bern; Uniwersytet Berneński; Университет Берна,Switzerland,Bern,46.95051944,7.43810833,
University of Białystok,,Poland,Białystok,53.127777777778,23.158333333333,
University of Bielsko-Biała,Akademia Techniczno-Humanistyczna w Bielsku-Bialej; Akademia Techniczno-Humanistyczna w Bielsku-Białej; Akademia Techniczno-Humanistyczna; Wydawnictwo Naukowe Akademii Techniczno-Humanistycznej; Wydawnictwo Naukowe ATH,Poland,,49.783402777778,19.057972222222,0000 0001 2107 7451
University of Birjand,,Iran,,32.8767,59.218167,
University of Birmingham,جامعة برمنغهام; جامعة برمنكهام; جامعة بيرمنغهام; جامعة بيرمينغهام; جامعه برمنجهام; Birmingham Medical School; Birmingham University; Universität Birmingham; Universität von Birmingham; Birmingham University; University of Birmingham; Birmingham University; University of Birmingham; Birmingham University; Universite de Birmingham; University of Birmingham; University of Birmingham; Birmingham University; Birmingham-háskóli; University of Birmingham; University of Birmingham; 버밍햄 대학교; Birmingemo universitetas; Universitet i Birmingham; Universitetet i Birmingham; Birmingham University; University of Birmingham; Birmingham University; University of Birmingham; Университет Бирмингема; Birmingham University; Birminghams universitet; University of Birmingham; University of Birmingham; 伯明罕大學; バーミンガム大学学長,United Kingdom,Birmingham,52.450555555556,-1.9305555555556,
University of Bohol,University of Bohol,Philippines,,9.64809,123.854,
University of Bologna,波伦亚大学; 波隆納大學; 波隆那大學; Unibersidá de Bolonia; Unibersidat de Bolonia; جامعه بولونيا; Унівэрсытэт Балёньні; Università di Bologna; Univerzita v Bologni; Bolognas universitet; Universitetet i Bologna; Alma mater studiorum; Universita degli studi di Bologna; Università degli studi di Bologna; Università di Bologna; Universita di Bologna - Alma mater studiorum; Università di Bologna - Alma mater studiorum; Universitas Bononiensis; Universität von Bologna; UNIBO; Università di Bologna; Universita di Bologna; Università di Bologna; Bolognako Unibertsitatea; Alma mater studiorum; Università degli Studi di Bologna; Universite de Bologne; Universidade de Bologna; Alma Mater Studiorum; Alma Mater Studiorum - Università di Bologna; Alma mater studiorum Università di Bologna; Studio di Bologna; UNIBO; Universibo; Università degli Studi di Bologna; 볼로냐 대학; Alma Mater Studiorum Università di Bologna; Universitas Bononiensis; Alma mater studiorum; Bolognas universitet; Universitá di Bologna; Università di Bologna; Universitet i Bologna; Universita di Bologna; Università di Bologna; Uniwersytet w Bolonii; Universidade Bolonha; Universidade de Bologna; Univirsità di Bulogna; Bolognská univerzita; Болоњски универзитет; Bologna universitet; Bolognas universitet; University of Bologna; Bolonya üniversitesi; University of Bologna; 博罗尼亚大学,Italy,Bologna,44.493888888889,11.342777777778,
University of Bolton,波爾頓大學,United Kingdom,Bolton,53.573611111111,-2.4358333333333,
University of Bonab,دانشکده فنی مهندسی بناب; دانشکدهٔ فنی مهندسی بناب; دانشکده فنی و مهندسی بناب; دانشکدهٔ فنی و مهندسی بناب; دانشکده فنی-مهندسی بناب; دانشکدهٔ فنی-مهندسی بناب; دانشکده فنی-مهندسی بناب دانشگاه تبریز; مجتمع آموزش عالی بناب,Iran,,37.368888888889,46.050277777778,
University of Bonn,Бонскі універсітэт; bonnská univerzita; Rheinische Friedrich-Wilhelms-Universität Bonn; Bonns Universitet; Rheinische Friedrich-Wilhelms-Universität; Universitetet i Bonn; Friedrich-Wilhelms-Universität Bonn; Kurfürstliche Akademie Bonn; Kurkölnische Universität; Kurkölnische Universität Bonn; RFWU Bonn; Rheinische Friedrich-Wilhelms-Universität; Uni Bonn; Universität Bonn; Rheinische Friedrich-Wilhelms-Universität; Rheinische Friedrich-Wilhelms-Universität Bonn; Uni Bonn; Universität Bonn; Rejnlanda Universitato Frederiko Vilhelmo; Rejnlanda Universitato Frederiko Vilhelmo Bonn; Rejnlanda Universitato Frederiko Vilhelmo Bonno; Rheinische Friedrich-Wilhelms-Universität Bonn; Universitato Bonna; Universitato de Bonn; Universitato de Bonno; Rheinische Friedrich-Wilhelms-Universität Bonn; Rheinische Friedrich-Wilhelms-Universität; Universite de Bonn; Université de Bonn; האוניברסיטה של בון; Rheinische Friedrich-Wilhelms-Universität Bonn; University of Bonn; ボン大学; 본 대학; 본 대학교; Universitas Bonnensis; Universitas Fridericiae Guilelmiae Rhenanae; Rheinische Friedrich-Wilhelms-Universität Bonn; Universitet i Bonn; Universitetet i Bonn; Rheinische Friedrich-Wilhelms Universiteit; Rheinische Friedrich-Wilhelms Universiteit Bonn; Rheinische Friedrich-Wilhelms-Universitat; Rheinische Friedrich-Wilhelms-Universität; Rheinische Friedrich-Wilhelms-Universitat Bonn; Rheinische Friedrich-Wilhelms-Universität Bonn; Universiteit van Bonn; Rheinische Friedrich-Wilhelms-Universität Bonn; Universität Bonn; Universidade de bona; Рейнский университет; Университет Бонна; Högskolan i Bonn; Rheinische Friedrich-Wilhelms-Universität; Rheinische Friedrich-Wilhelms-Universität Bonn; Universitet i Bonn; Universitetet i Bonn; Rheinische Friedrich-Wilhelms-Universität Bonn; Universität Bonn; Bonn Üniversitesi; Рейнський університет; 波恩萊茵弗里德里希·威廉大學; 波昂大學; Bonn universitet; Rheinische Friedrich-Wilhelms-Universität; Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,Bonn,50.733888888889,7.1022222222222,0000 0001 2238 2693
University of Bordeaux 1,Universite de Bordeaux I; Université de Bordeaux I; Bordeaux-I; université Bordeaux 1; université Bordeaux I - sciences et technologies; Université Bordeaux I,France,Talence,44.806944,-0.6,0000 0001 2097 7044
University of Borås,Hochschule Boras; Borås högskola,Sweden,,57.72472222,12.94055556,
University of Botswana,Universität von Botsuana; University of Botswana; University of Botswana,Botswana,Gaborone,-24.6667,25.9333,
University of Bradford,,United Kingdom,Bradford,53.791666666667,-1.7622222222222,
University of Bremen,جامعه بريمن; Uni Bremen; Universitat Bremen; Universität Bremen; Universität Bremen; Universiteit Bremen; Международный университет Бремена; Университет Бремена; 不來梅大學,Germany,Bremen,53.108611111111,8.8536111111111,
University of Brescia,Universite de Brescia; Unibs; Università di Brescia; Università degli Studi di Brescia,Italy,Brescia,45.538,10.2178,
University of Bridgeport,,United States of America,Connecticut,41.1659,-73.1911,
University of Bristol,جامعه بريستول; University of Bristol; Bristol University; Uni Bristol; Universität Bristol; Universität von Bristol; Πανεπιστήμιο Μπρίστολ; Universidad de Bristol; University of Bristol; Universite de bristol; University of Bristol; Bristol University; University of Bristol; 브리스톨 대학; 브리스톨 대학교; 브리스틀 대학; University of Bristol; Uniwersytet w Bristolu; Bristol University; Bristols universitet; University of Bristol; 布里斯托大学; 布里斯托大學,United Kingdom,Bristol,51.456388888889,-2.6044444444444,
University of British Columbia,UBC; Universita Britské Kolumbie; Univerzita Britské Kolumbie; UBC; University of British Columbia; Universidad de British Columbia; Universidad de Colombia Britanica; Universidad de Colombia Británica; Universidad de Columbia Britanica; Universidad de la Columbia Britanica; Universidad de la Columbia Británica; Universidad of British Columbia; University of British Columbia; دانشگاه بریتیش‌کلمبیا; University of British Columbia; Université de Colombie-Britannique; Université de la Colombie britannique; Universite de la Colombie-Britannique; Université of British Columbia; University of British Columbia; Ollscoil na Colóime Bhriotanach; University of British Columbia; University of British Columbia; ブリティッシュ・コロンビア大学; 브리티시 컬럼비아 주립대학; 브리티시컬럼비아 주립대학교; McGill University College of British Columbia; University of British Columbia; Uniwersytet Kolumbii Brytyjskiej; Universidade de colúmbia britânica; University of British Columbia; UBC; University of BC; University of British Columbia; University of British Columbia; Univerzita Britskej Kolumbie; Đại học Tổng hợp British Columbia; University of British Columbia; Ubc; 卑詩大學; 卑詩省大學; 英屬哥倫比亞大學; The University of British Columbia,Canada,British Columbia,49.261111111111,-123.25305555556,
University of Bucharest,Buharest universiteti,Romania,Bucharest,44.435555555556,26.101116666667,
University of Buckingham,,,Buckingham,51.995833333333,-0.99194444444444,
University of Buea,,Cameroon,Buea,4.15325,9.29233,
University of Buenos Aires,UBA; UBA; UBA; Univesidad de Buenos Aires; Universität Buenos Aires; Universität von Buenos Aires; Bonaera Universitato; Universidad de Buenos Aires; Universidad de Bs. As.; Universidad Nacional de Buenos Aires; Universidad de Buenos Aires; UBA; Universidad de Buenos Aires; Universite de Buenos Aires; Universidad de Buenos Aires; 부에노스 아이레스 대학; 부에노스아이레스 대학; Universidad de Buenos Aires; Universidad de Buenos Aires; University of Buenos Aires; UBA; University of Buenos Aires,Argentina,Buenos Aires,-34.599722222222,-58.373055555556,
University of Buraimi,,Oman,,24.25369444,55.78569444,
University of Burdwan,BU; The University of Burdwan; University of Burdwan,India,Bardhaman,23.25,87.85,
University of Burgos,Uni Burgos; UBU; UBU; Universidad de Burgos,Spain,Burgos,42.341111111111,-3.7283333333333,0000 0000 8569 1592
University of Burgundy,仏語版,France,Dijon,47.3125,5.07083,
University of Burgundy Franche-Comté,,France,Pôle de recherche et d'enseignement supérieur,47.1918,5.0229,
University of Burundi,Universidad de Bujumbura; Bujumbura Ametlik Ülikool; U.O.B.; Université du Burundi; Université Officielle du Bujumbura; Universitas Buiumburae; UOB,Burundi,Bujumbura,-3.37888889,29.38444444,
University of Business in Prague,,Czech Republic,,50.0806,14.4199,
University of CEMA,Cema; UCEMA; Universidad de cema; Universidad del cema; Universidad del CEMA; Universidad del CEMA (UCEMA); UCEMA; Universidad del centro de estudios macroeconomicos de Argentina; Universidad del centro de estudios macroeconómicos de Argentina; Université du centre d'études macroeconomiques d'Argentiné,Argentina,Buenos Aires,-34.5988,-58.3724,
University of Caen Lower Normandy,Faculté des Lettres de Caen; Faculté des Sciences de Caen; Université de Caen Basse-Normandie,France,Caen,49.190555555556,-0.36444444444444,
University of Cagliari,Universite de Cagliari; Regia Università di Cagliari; Università di Cagliari; Universita' degli Studi di Cagliari; Università degli Studi di Cagliari; Università di Cagliari; Univirsitati di Cagliari; Univirsitati di Càgliari,Italy,Cagliari,39.216944444444,9.115,
University of Calabar,University of Calabar; University of Calabar; University of Calabar,Nigeria,Calabar,4.95271,8.34059,
University of Calabria,Unical; UNICAL,Italy,Rende,39.3637,16.2265,
University of Calcutta,"CU; Department of Applied Physics, University of Calcutta; Department of Law Calcutta University; Department of Law, University of Calcutta; Faculty of Law, University of Calcutta; কলিকাতা বিশ্ববিদ্যালয়; Calcutta University; Universität Kalkutta; Calcutta University; University of Calcutta; University of Calcutta; Университет Калькутты; University of Calcutta; கல்கத்தா பல்கலைக்கழகம்; Університет Калькутти; University of Calcutta; コルカタ大学",India,Kolkata,22.575,88.3628,
University of Caldas,Universidad de caldas,Colombia,,5.05611,-75.4928,
University of Calgary,University of Calgary; دانشگاه کالگری; Universite de Calgary; University of Calgary; Alberta Normal School; University of Calgary; 卡加利大學; U of C; UCalgary,Canada,Calgary,51.0775,-114.13305555556,
University of Calicut,Calicut University; University of Calicut; കാലിക്കറ്റ് യൂണിവേഴ്സിറ്റി; കാലിക്കറ്റ് യൂനിവേഴ്‌സിറ്റി; കാലിക്കറ്റ് സർ‌വകലാശാല; കാലിക്കറ്റ് സർ‌വ്വകലാശാല; കോഴിക്കോട് സർവ്വകലാശാല,India,Kozhikode,11.133763,75.894015,
University of California,"UC; University of California; University of California; University of California; University of California; University of California; University of California; Universitet i California; Universitetet i California; Universiteit van Californie; Universidade de Califórnia; University of California; University of California; University of California; University of California; University of California; منظومة جامعة كاليفورنيا; Universität von Kalifornien; Kalifornia Universitato; UC Santa Barbara; Kalifornia Ülikool; Californian yliopisto; Universite de Californie; University of California; University of California at Berkeley; University of California Berkeley; Háskólinn í Kaliforníu; California University; University Of California; University of California, San Francisco; カルフォニア大; カルフォルニア大学; 캘리포니아 대학; UC; University of california; Uniwersytet Kalifornijski; Universidade da california; Universitatea California; University of California; Kalifornská univerzita; California Üniversitesi; UCSD; Каліфорнійський університет; 加利福尼亚大学; 加州大学; 加州大學",United States of America,Oakland,37.802168,-122.271281,
"University of California, Berkeley","Cal; Cal; Cal; Berkeley; Berkeley; Berkeley; Berkeley; Berkeley; Cal; University of California; University of California; Universitas Californiae; University of California; University of California; جامعة بيركلي; جامعة كاليفورنيا; جامعة كاليفورنيا في بيركلي; جامعة كاليفورنيا، بيركلي; جامعة كاليفورنيا، بيركيلي; Berkli Universiteti; Kaliforniya Berkli Universiteti; University of California; Калифорнийски университет - Бъркли; Калифорнийски университет в Бъркли; Калифорнийски щатски университет - Бъркли; Калифорнийския университет; Калифорнийският университет - Бъркли; Калифорнийският щатски университет - Бъркли; Университет Бъркли; Universitat de Berkeley; Universitat de California; Universitat de Califòrnia a Berkeley; University of California; Kalifornská universita v Berkeley; Kalifornská univerzita; Kalifornská univerzita v Berkeley; UC Berkeley; University of California at Berkeley; Berkeley-Universität von Kalifornien; UC Berkeley; Universıtey Kaliforniya; Πανεπιστήμιο του Μπέρκλεϋ; UC Berkeley; Kalifornia Universitato de Berkeley; UCB; Universitato de Kalifornio; Universitato de Kalifornio ĉe Berklio; UC Berkeley; Universidad de California, sede Berkeley; University of California, Berkeley; Berkeley ülikool; California ülikool Berkeley's; California ülikool Berkley's; دانشگاه برکلی; دانشگاه برکلی کالیفرنیا; دانشگاه کالیفرنیا در برکلی; دانشگاه کالیفرنیا-برکلی; دانشگاه کالیفورنیا; Berkeleyn yliopisto; UC Berkeley; UCB; University of California; UC Berkeley; UCB; Université de Californie-Berkeley; University of California, Berkeley; Universidad de California; UC berkeley; UC ברקלי; אוניברסיטת ברקלי; אוניברסיטת קליפורניה; UC Berkeley; Universitas California di Berkeley; Universitas Kalifornia di Berkeley; Berkeley-háskóli; UC Berkeley; Berkeley University; UC Berkeley; Università della California a Berkeley; Università della California, Berkeley; Università di Berkeley; University of California at Berkeley; UCバークレー; カリフォルニア大学バークリー校; カリフォルニア大学バークレイ校; カルフォルニア大学バークレー校; バークリー校; バークレー校; კალიფორნიის ბერკლის უნივერსიტეტი; კალიფორნიის უნივერსიტეტი ბერკლიში; UC 버클리; UC버클리; 버클리 대학교; 버클리대학; 버클리대학교; 캘리포니아 대학 버클리; 캘리포니아 대학교 버클리 분교; 캘리포니아 버클리 대학; 캘리포니아 버클리 대학교; 캘리포니아대학 버클리; Berklio universitetas; Kalifornijas universitāte Bērklijā; University of California; Berkeley-universitetet; Berkeleyuniversitetet; UC Berkeley; Universitet i California; Universitetet i California; University of Berkeley; University of California at Berkeley; University of California i Berkeley; Berkeley University; UC Berkeley; Universiteit van Berkeley; Universiteit van Californie; Universiteit van Californië; Universiteit van Californie - Berkeley; University of California - Berkeley; University of California at Berkeley; University of California in Berkeley; University of California Berkeley; Uniwersytet Kalifornijski w Berkeley; Uniwersytet w Berkeley; UC Berkeley; Universidade da Califónia em Berkeley; Universidade da Califórina; Universidade da California; Universidade da Califórnia; Universidade de berkeley; Universidade de Califórnia; University of California; University of California-Berkeley; University of California; University of California; UC Berkeley; University of California, Berkeley; Университет Калифорнии; Университет Калифорнии в Беркли; Университет Калифорнии, Беркли; UC Berkeley; University of California; Berkeley-universitetet; Berkeleyuniversitetet; UC Berkeley; UC Berkley; University of California at Berkeley; University of California-Berkeley; UC Berkeley; University of California Berkeley; มหาวิทยาลัยแคลิฟอร์เนีย เบอร์กลีย์; มหาวิทยาลัยแคลิฟอร์เนีย เบอร์คลีย์; มหาวิทยาลัยแคลิฟอร์เนีย เบิร์กเลย์; มหาวิทยาลัยแคลิฟอร์เนียที่เบอร์คเลย์; มหาวิทยาลัยแคลิฟอร์เนียที่เบิร์กลีย์; มหาวิทยาลัยแคลิฟอร์เนียเบิร์กลีย์; Berkeley Üniversitesi; UC Berkeley; UC-Berkeley; University of California; University of California Berkeley; Đại học California; Đại học California - Berkeley; Đại học California / Berkeley; Đại học California Berkeley; Đại học California/Berkeley; UC Berkeley; UCB; University of California; UC Berkeley; 伯克利分校; 伯克利加州大学; 伯克莱加利福尼亚大学; 伯克莱加州大学; 加利福尼亚大学伯克利分校; 加利福尼亞大學柏克萊分校; 加州伯克利大学; 加州伯克萊大學; 加州大学伯克利分校; 加州大学博克力分校; 加州大学柏克利分校; 加州柏克萊大學; 加洲大学伯克力分校; 柏克萊加大; 柏克萊加州大學; 美國柏克萊加州大學; 加州大學伯克利分校",United States of America,Berkeley,37.87,-122.259,0000 0001 2348 0690
"University of California, Davis",Davis; Universidad de California; UCD; University of California; جامعة كاليفورنيا في دافيس; جامعة كاليفورنيا في ديفيز; جامعة كاليفورنيا، ديفيس; Калифорнийски университет - Дейвис; UC Davis; Davis University of California; UC Davis; Universidad de California Davis; University of California; University of California at Davis; University of California Davis; دانشگاه كاليفرنيا در ديويس; دانشگاه كاليفرنيا، ديويس; دانشگاه کالیفرنیا در دیویس; یو سی دیویس; UC Davis; Universite de Californie a Davis; UC Davis; UCD; University of California; Università di California; カリフォルニア大学デーヴィス校; カリフォルニア大学デイヴィス校; カリフォルニア大学デイビス校; 캘리포니아 대학 데이비스; Universitas Californiae; University of California i Davis; UC Davis; University of California; University of California - Davis; UC Davis; University of California; 加利福尼亚大学戴维斯分校; 加利福尼亞大學戴維斯分校; 加利福尼亞州大學大衛斯分校; 加州大学戴维斯分校; 加州大學大衛斯分校; 加州大學戴維斯分校; 加州大學戴維斯校區; 加州戴维斯大学; 戴維斯加大; 戴維斯加州大學,United States of America,Davis,38.54,-121.75,0000 0001 2097 6682
"University of California, Hastings College of the Law",École de droit Hastings; École de Droit Hastings; Ecole de droit Hastings de l'universite de Californie; École de droit hastings de l'université de californie; École de droit Hastings de l'Université de Californie; École de Droit Hastings de l'Université de Californie; Hastings College of the Law; UC Hastings; Гейстингс-колледж; Гейстингский колледж права Калифорнийского университета; 加利福尼亚大学黑斯廷斯法学院; 加利福尼亚大学黑斯廷斯法律学院; 加州大学哈斯汀法学院; 加州大学黑斯廷斯法律学院; 哈斯汀法學院; カリフォルニア大学ヘイスティングス・ロー・カレッジ; ヘイスティングス法律学校,United States of America,California,37.780555555556,-122.41527777778,
"University of California, Irvine",Universidad de California; University of California; Irvine; UCI; University of California; University of California; University of California; Universitato de Kalifornio; University of California; UCI; جامعة كاليفورنيا في إرفاين; Калифорнийски университет - Ървайн; UC Irvine; UC Irvine; UC Irvine; Universidad de California Irvine; Universidad de California-Irvine; University of California Irvine; دانشگاه ایرواین; دانشگاه کالیفرنیا در ارواین; دانشگاه کالیفرنیا در ایرواین; دانشگاه یوسی آی; دانشگاه یوسی ارواین; دانشگاه یوسی ای; دانشگاه یوسی ایرواین; یو سی ایرواین; UC Irvine; UC Irvine; Universite de Californie a Irvine; אוניברסיטת קליפורניה באירווין; UC Irvine; Università della California a Irvine; Università della California di Irvine; UC Irvine; UCアーバイン; University of California Irvine; カリフォルニア大学アーヴァイン校; カリフォルニア大学アーバイン; 캘리포니아 대학교 얼바인; Universiteit van Californie - Irvine; Universiteit van Irvine; Uniwersytet Kalifornijski w Irvine; Калифорнийский университет в Ирвине; 加利福尼亚大学欧文分校; 加利福尼亞大學爾灣分校; 加州大學爾灣分校; 爾灣加利福尼亞大學; 爾灣加大,United States of America,California,33.64535,-117.84264166667,
