name,alias,country,region,lat,lon,isni
American University of Kuwait,الجامعة الامريكية في الكويت; الجامعه الأمريكيه في الكويت; دانشگاه امریکایی کویت; دانشگاه ایالات متحدهیی کویت,Kuwait,,29.343889,48.083056,
American University of Madaba,,Jordan,,31.661199,35.800066,
American University of Paris,دانشگاه امریکایی پاریس; دانشگاه ایالات متحدهیی پاریس; Université américaine de Paris,France,Paris,48.859,2.3037,
American University of Phnom Penh,,Cambodia,,11.5771,104.893,
American University of Rome,دانشگاه امریکایی رم; دانشگاه ایالات متحدهیی رم; Université américaine de Rome,Italy,Rome,41.8857,12.4623,
American University of Science and Technology,دانشگاه امریکایی علم و صنعت; دانشگاه ایالات متحدهیی علم و صنعت,Lebanon,,33.884444,35.5225,
American University of Sharjah,الجامعه الأمريكيه في الشارقه; دانشگاه امریکایی شارجه; دانشگاه ایالات متحدهیی شارجه; アメリカン大学シャールジャ校,United Arab Emirates,Sharjah Emirate,25.309722,55.490556,
American University of Technology,دانشگاه امریکایی فناوری,Lebanon,,34.423611,35.8325,
American University of Tirana,,Albania,,41.27999167,19.86264722,
American University of the Caribbean,دانشگاه امریکایی کاریبین; دانشگاه ایالات متحدهیی کاریبین,Sint Maarten,,18.05027778,-63.12694444,
Amirkabir University of Technology,Tehran Polytechnic; پلی تکنیک تهران; دانشگاه امیر کبیر; دانشگاه امیرکبیر; دانشگاه پلی تکنیک تهران; دانشگاه صنعتی امیر کبیر,Iran,,35.704402777778,51.409,
Amoud University,Jaamacada Camuud,Somalia,,9.945,43.223,
Amur State Medical Academy,АГМА; Амурская Государственная Медицинская Академия; Благовещенский медицинский институт,Russia,,50.26555557,127.5458333,
Amur State University,АмГУ; Аму́рский госуда́рственный университе́т,Russia,Blagoveshchensk,50.275,127.534,
An Giang University,Đại học An Giang; ĐHAG,Vietnam,,10.3718,105.431,
An-Najah National University,النجاح; جامعة النجاح; جامعة النجاح الوطنية بنابلس; جامعة النجاح الوطنية في نابلس; جامعة النجاح الوطنيه; جامعه النجاح الوطنيه; An-Najah Nationaluniversität; アン＝ナジャーフ大学,State of Palestine,Nablus,32.22027778,35.24444444,
Anadolu University,Anadolu Universites; Anadolu-Universität; Anatolien-Universität; دانشگاه انادولو; Anadolu Üniversitesi; 아나톨리아 대학교; Университет Анадолу; Anadolu üniversitesi; Anadolu Üniversitesi Açık Öğretim Sistemi; Eskişehir Anadolu Üniversitesi,Turkey,Eskişehir,39.7914,30.4997,
Anaheim University,アナハイム大学 アキオ・モリタ スクールオブビジネス; アナハイム大学 アキラ・クロサワ スクールオブフィルム; アナハイム大学 キショウ・クロカワ グリーンインスティテュート; アナハイム大学 大学院,United States of America,California,33.8169,-117.888,
Anahuac Mayab University,Universidad Anahuac Mayab; Universidad del Mayab,Mexico,,21.11055556,-89.61138889,
Anahuac University Network,Anahuac-Universität; Anáhuac-Universität; Universidad Anahuac; Universität Anahuac; Universität Anáhuac; Red de Universidades Anahuac; Anahuac-universiteit; Anáhuac-universiteit; Anahuacuniversiteit; Universidad Anahuac; Universidad Anáhuac,Mexico,,19.399902,-99.267672,
Anand Agricultural University,,India,,22.53583333,72.97472222,
Andalas University,Universitas Andalas,Indonesia,,-0.9145,100.46,
Anderson University,,United States of America,,40.111944444444,-85.666111111111,
Andhra University,Andhra Viswa Kala Parishad; Andhra Universidad; Andhra University; Andhra Viswa Kala Parishad; అంధ్రా విశ్వవిద్యాలయం; ఆంధ్ర విశ్వకళా పరిషత్; ఆంధ్ర విశ్వకళా పరిషత్తు; ఆంధ్ర విశ్వకళాపరిషత్తు; ఆంధ్ర విశ్వవిద్యాలయము; ఆంధ్రవిశ్వవిద్యాలయం; ఆంధ్రా యూనివర్సిటీ; ఆంధ్రా విశ్వవిద్యాలయం,India,Visakhapatnam,17.72927222,83.32155833,
Andhra-Christian College,ACC,India,Guntur,16.296611111111,80.442527777778,
Andong National University,安東大学; 안동대; 안동대학; 안동사범고등학교; 안동사범학교,South Korea,Andong,36.54157,128.79642,
Andrews University,Andrews; Battle Creek College,,Michigan,41.9619,-86.3573,
Andrássy University Budapest,Andrássy-universitetet,Hungary,Budapest,47.49179,19.064208,0000 0001 0669 8786
Andrés Bello Catholic University,Yukpa de Colombia y Venezuela; UCAB; Universidad Catolica Andres Bello; Universidad Catolica Andrés Bello; Universidad Católica Andres Bello,Venezuela,,10.4642,-66.9758,
Angarsk State Technical Academy,АГТА,Russia,,52.5275,103.8644444,
Angelo State University,Angelo State; دانشگاه ایالتی انجلو; 英語版,United States of America,Texas,31.4375,-100.45833333333,
Anglia Ruskin University,Anglia Polytechnic University; Anglia-Ruskin-Universität; Cambridge School of Art; Anglia Polytechnic University; Anglia Ruskin University; Anglia ruskin üniversitesi; 安格利亞魯斯金大學,United Kingdom,,52.203083333333,0.13369444444444,
Anglo-American University,,Czech Republic,,50.091567,14.410114,
Anhembi Morumbi University,Anhembi morumbi; Faculdade Anhembi Morumbi; Universidade do Anhembi Morumbi; Університет Анембі Мурумбі,Brazil,,-23.6005,-46.6749,
Anhui Medical University,,People's Republic of China,,31.8486,117.263,
Anhui University,合肥大学; 安徽省立大学; 安徽省立大學; 安徽银行学校,People's Republic of China,,31.845516,117.251596,
Ankara University,جامعه أنقره; Univerzita v Ankaře; Ankara Üniversitesi; دانشگاه انکارا; Ankara Üniversitesi; Universite d'Ankara; Universidade de Ankara; A.Ü.; AÜ; Enqere Uniwérsitéti,Turkey,Ankara,39.93666667,32.83027778,
"Ankara University, Law School",Ankara Üniversitesi Hukuk Fakültesi; Ankara Üniversitesi Hukuk Fakültesi; Ankara Hukuk Mektebi; Ankara üniversitesi hukuk fakültesi; AÜ Hukuk; AÜHF,Turkey,,39.92906,32.87182,
Ankole Western University,,Uganda,,-0.57361111,30.38,
Anna University,"Anna University of Technology; College of Engineering, Guindy; అన్నా విశ్వవిద్యాలయం",India,Chennai,13.01268,80.236362,
Annamalai University,अन्नामलई विश्वविद्यालय; Annamalai University; അണ്ണാമല സർവകലാശാല; அண்ணாமலை பல்கலைக்கழகம்; அண்ணாமலைப் பல்கலைக் கழகம்,India,,11.390845,79.714758,
Ansal Institute of Technology,,India,,28.431,77.111,
Antananarivo University,Universität Tananarive; Tananarive University; Universidad de Tananarive; Université d’Antananarivo; Université de Tananarive; Università di Antananarivo; Университет Тананариве,Madagascar,Antananarivo,-18.9152,47.5558,
Antenor Orrego Private University,Universidad Privada Antenor Orrego,Peru,Trujillo,-8.127258,-79.031669,
Antioch School of Law,,United States of America,Washington,38.9442,-77.0633,
Antioch University,Antioch; Antioc; Antiok; Antoich; AULA; アンティオック大学,United States of America,Yellow Springs,39.8035,-83.907166666667,
Antioch University New England,Antioch New England Graduate School,United States of America,New Hampshire,42.9319,-72.2939,
Antioch University Seattle,,United States of America,Washington,47.6174,-122.343,
Antioch University West,,United States of America,California,37.7914,-122.406,
"Anton Bruckner Private University for Music, Drama, and Dance","ABPU; Anton Bruckner Privatuniversität Linz; Bruckner-Konservatorium; Brucknerkonservatorium; Bruckneruni; Anton Bruckner Privatuniversität für Musik, Schauspiel und Tanz; ブルックナー音楽大学",Austria,,48.315555555556,14.285277777778,
Anton de Kom University of Suriname,AdeKUS; Universiteit van Suriname,Suriname,Paramaribo District,5.81402,-55.21626,
Antonine University,,Lebanon,,33.8375,35.53638889,
Antwerp University Association,AUHA,Belgium,,51.1844,4.42026,
Anyang University,안양대,South Korea,,37.39166667,126.91972222,
Aomori Chuo Gakuin University,ACGU; 経営法学部,Japan,,40.783616,140.761868,
Aomori Public University,Aomori Public College,Japan,Aomori,40.75388889,140.77194444,
Aomori University,青大,Japan,,40.78333333,140.77944444,
Aomori University of Health and Welfare,AUHW; AUOHAW,Japan,Aomori,40.81333333,140.79083333,
Aoyama Gakuin University,Aoyama Gakuin Daigaku; Aoyama Gakuin University; ベリーホール; 間島記念館; 青学大; 青山学院大; 아오야마가쿠인; 아오야마학원,Japan,Shibuya-ku,35.66111111,139.71055556,
Apex Professional University,,India,,25.61,91.9014,
Apollos University,,United States of America,California,33.715,-117.989,
Appalachian School of Law,,United States of America,Virginia,37.2768,-82.095,
Appalachian State University,ASU,United States of America,North Carolina,36.213843,-81.678621,
Apple University,,United States of America,,37.3318,-122.031,
Aquincum Institute of Technology,AIT,Hungary,Óbuda-Békásmegyer,47.560833333333,19.053611111111,
Arab American University – Jenin,الجامعة الأمريكية جنين; Arab American University,State of Palestine,Jenin,32.40694444,35.34305556,
Arab International University,الجامعه العربيه الدوليه الخاصه,Syria,Ghabaghib,33.176,36.2995,
Arak University,,Iran,,34.080182,49.677295,
Arak University of Medical Sciences,,Iran,,34.08,49.7,
Arak University of Technology,دانشکده فنی و مهندسی اراک; دانشکدهٔ فنی و مهندسی اراک,Iran,,34.08,49.7,
Arcada University of Applied Sciences,Arcada; Ammattikorkeakoulu Arcada; Arcada – Nylands svenska yrkeshögskola,Finland,,60.20138889,24.96527778,
Arcadia University,Beaver College,United States of America,Pennsylvania,40.092,-75.1655,
Ardahan University,Ardahan üniversitesi,Turkey,Ardahan,41.107,42.7024,
Ardhi University,Ardhi University,Tanzania,,-6.76472222,39.21416667,
Ariel University,אוניברסיטת אריאל; המרכז האוניברסיטאי אריאל בשומרון,,Ariel,32.10472,35.20944,
Aristotle University of Thessaloniki,جامعة آرسطوطليون; Аристотелев университет; Aristotelova univerzita v Soluni; Universität Thessaloniki; Α.Π.Θ; Α.Π.Θ.; ΑΠΘ; Αριστοτέλειο; Αριστοτέλειο Πανεπιστήμιο; Πανεπιστήμιο Θεσσαλονίκης; Aristotelian University; University of Thessaloniki; Universidad Aristoteles de Tesalonica; Universidad Aristoteles de Tesalónica; Universidad Aristóteles de Tesalónica; Universidad de Tesalónica; Université Aristote de Salonique; Universite Aristote de Thessalonique; Université aristote de thessalonique; Université de Salonique; Université de Thessalonique; Università di Salonicco; 아리스토틀 대학교 테살로니키; Universitas Aristotelis; Aristoteles Universiteit Thessaloniki; Universiteit van Thessaloniki; Universidade Aristóteles de Salônica; Аристотелевский Университет; Аристотелевский Университет в Салониках; Салоникский университет; Салоникский университет Аристотеля; Салоникский университет им Аристотеля; Салоникский университет имени Аристотеля; Университет Аристотеля в Тесалониках; Университет Аристотеля в Фесалониках; Университет им Аристотеля в Салониках; Университет им Аристотеля в Фесалониках; Университет имени Аристотеля в Салониках; Университет имени Аристотеля в Фесалониках; Aristotelesuniversitet i Thessaloniki; Thessalonikis Universitet; Universitetet i Thessaloniki; Університет Аристотеля в Салоніках; Фессалонікійський університет Аристотеля; 亚里士多德大学; アリストテレス・テッサロニキ大学; アリストテレス大学テッサロニキ校; テッサロニキ大学; テサロニキ・アリストテレス大学,Greece,Thessaloniki,40.63,22.958055555556,0000 0001 2152 5373
Arizona Center for Medieval and Renaissance Studies,ACMRS,,,33.42111111,-111.93166667,
Arizona Christian University,,United States of America,Arizona,33.5959,-112.026,
Arizona State University,ASU; ASU; Arizona State; ASU Tempe; Arizona State University; Universidad del Estado de Arizona; Universidad estatal de arizona; دانشگاه ایالتی اریزونا; Arizona State University; אוניברסיטת אריזונה סטייט; אוניברסיטת מדינת אריזונה; Arizona State University; 아리조나 주립 대학교; 아리조나 주립대학교; 애리조나 주립대학교; 애리조나주립대학교; Arizona State Univeristy; Arizona Staatsuniversiteit; Staatsuniversiteit van Arizona; Uniwersytet Stanowy Arizona; Arizona State University; Universidade do estado de arizona; Universidade do Estado de Arizona; Universidade do estado do arizona; Universidade estadual de arizona; Universidade Estadual de Arizona; Universidade estadual do arizona; Universidade Estadual do Arizona; Arizona State University; Arizona State University; 亞利桑拿州立大學,United States of America,Arizona,33.421111111111,-111.93166666667,
Arkansas State University,Arkansas State University-Jonesboro; دانشگاه ایالتی آرکانسا; دانشگاه ایالتی آرکنسا; دانشگاه ایالتی ارکانزاس; دانشگاه ایالتی ارکانسا; دانشگاه ایالتی ارکنسا,United States of America,Arkansas,35.841082,-90.679586,
Arkansas State University-Mountain Home,,United States of America,,36.3208,-92.3881,
Arkansas Tech University,ATU; Arkansas Tech; Tech,United States of America,Arkansas,35.2944,-93.1338,
Arkhangelsk State Technical University,АЛТИ; Архангельский государственный лесотехнический институт; Архангельский лесотехнический институт,Russia,,64.52888889,40.54916667,
Armenian College,,India,Kolkata,22.55488,88.35336,
Armenian National Agrarian University,Հայաստանի պետական ագրարային համալսարան; Հայաստանի Պետական Ագրարային Համալսարան; Հայկական գյուղատնտեսական ակադեմիա; ՀՊԱՀ; Государственный аграрный университет Армении,Armenia,Yerevan,40.18861111,44.52222222,
Armenian State Institute of Physical Culture,地元の学校,Armenia,,40.1761,44.5239,
Armenian State Pedagogical University,"Երևանի Մանկավարժական Ինստիտուտ; Խ, Աբովյանի անվան Հայկական պետական մանկավարժական համալսարան; Խ. Աբովյանի անվան Հայկական պետական մանկավարժական համալսարան; Խ. Աբովյանի անվան մանկավարժական ինստիտուտ; Խ. Աբովյանի անվան մանկավարժական համալսարան; Հայկական Մանկավարժական Ինստիտուտ; Армянский педагогический институт имени имени Хачатура Абовяна; Вірменський педагогічний інститут",Armenia,,40.17517778,44.52366111,
Armenian State University of Economics,Ժող; ՀՊՏՀ; Ереванский государственный экономический институт; Єреванський державний економічний інститут,Armenia,Yerevan,40.18422778,44.52474167,
Armstrong Atlantic State University,Armstrong; アームストロング・アトランティック州立大学,United States of America,Georgia,31.979,-81.16,
Army Logistics University,,United States of America,Virginia,37.225,-77.3464,
Art Center College of Design,Art Center School; کالج مرکز هنر طراحی; 帕薩迪納設計藝術中心學院; 藝術中心設計學院; アートセンター・カレジッジ・オブ・デザイン,United States of America,California,34.16922,-118.18522,
Artois University,,France,Arras,50.283,2.794,0000 0001 2364 777X
Arturo Michelena University,,Venezuela,,10.27333333,-68.00305556,
Arturo Prat University,,Chile,Iquique,-20.243611111111,-70.141388888889,
Artvin Çoruh University,,Turkey,Artvin,41.1832,41.8325,
"Arul Anandar College, Karumathur",,,,9.93455556,77.934275,
Arzamas State Pedagogical Institute,,Russia,,55.39250001,43.82194445,
Asahi University,岐阜歯科大学,Japan,,35.381744,136.690556,
Asahikawa University,北日本大学院大学; 北日本学院大学; 学校法人旭川大学,Japan,,43.81691667,142.44566667,
Ashikaga Institute of Technology,AIOT; 足利工大,Japan,,36.35319444,139.39705556,
Ashiya University,,Japan,,34.75277778,135.30713889,
Ashland University,AU; Ashland University; Ashland University; 阿什兰大学,United States of America,Ashland,40.8617,-82.3231,0000 0000 9038 7878
Ashoka University,,India,,28.9468,77.1016,
Asia LIFE University,,,,36.33185,127.40627,
Asia Pacific University College of Technology & Innovation,,Malaysia,,3.04805556,101.6925,
Asia Pacific University College of Technology & Innovation,,Malaysia,,3.04806,101.692,
Asia University,Asia University of Japan; 亜大; 亜細亜学園; 興亜協会; 財団法人興亜協会; Asia University of Japan,Japan,,35.70555556,139.53416667,
Asia University,"Asia University,Taiwan; 台中健康暨管理學院; 臺中健康暨管理學院",Taiwan,,24.046941,120.68652,
Asia-Pacific Institute of Creativity,,Taiwan,,24.682944444444,120.97023333333,
Asia-Pacific International University,Mission College; วิทยาลัยมิชชัน; วิทยาลัยมิชชั่น,Thailand,,14.674417,101.176869,
Asian Institute of Technology,Asian institute of technology; AIT Bangkok; アジアン工科大学; AIT; Asian Institute of Technology; สถาบันเทคโนโลยีแห่งเอเซีย; เอไอที; AIT; Học viện Công nghệ Châu Á,Thailand,,14.079116666667,100.61135555556,
Asian Social Institute,Asian Social Institute; Panimulaan ng Asyanong Lipunan; Panimulaan ng Lipunang Asyano,Philippines,,14.5775,120.989,
Asian University,Asian U; Asian University of Science and Technology; AUST; มหาวิทยาลัยวิทยาศาสตร์และเทคโนโลยีแห่งเอเชีย; มหาวิทยาลัยแห่งเอเชีย,Thailand,,12.84435611,101.01272106,
Asian University for Women,Asian university for women; Asian University for Women,Bangladesh,,22.358131,91.823843,
Asian University of Bangladesh,ইনডিপেন্ডেন্ট ইউনিভার্সিটি; Asian university of bangladesh; Asian University of Bangladesh,Bangladesh,,23.8692,90.3996,
Askew School of Public Administration and Policy,,United States of America,,30.4434,-84.2958,
Assam Agricultural University,Assam Agricultural University; Assam Agriculture University,India,,26.7229,94.1957,
Assam University,"Assam University; Assam University Silchar, Department of Computer Science; Assam University Silchar, Department of Mass Communication; Department of Law, Assam University; Department of Mass Communication, Assam University Silchar",India,,24.6916,92.7512,
Assiut University,,Egypt,,27.18777778,31.17027778,
Assumption University,,Canada,Ontario,42.3062,-83.0695,
Aston University,Aston Universiteit; Aston Business School; Universität Aston; Universidad de Aston; Universite Aston,United Kingdom,Birmingham,52.486,-1.8895,
Astrakhan State Technical University,,Russia,,46.3746,48.0563,
Astrakhan State University,Астраханский государственный педагогический институт; Астраханский государственный педагогический университет; Астраханский университет,Russia,Astrakhan,46.3774,48.0531,
Aswan University,,Egypt,,23.9989,32.8599,
Atatürk University,Atatürk Universität; Atatürk Üniversitesi; دانشگاه اتاترک; Université Atatürk; Zaningeha Ataturk; Atatürk Üniversitesi; Atatürk üniversitesi; Atatürk Üniversitesi Tıp Fakültesi,Turkey,Erzurum,39.9029,41.25284,
Atemajac Valley University,UNIVA; Universidad del valle de atemajac,Mexico,,20.6572,-103.42,
Ateneo de Davao University,,Philippines,,7.07222222,125.61305556,
Ateneo de Manila University,,Philippines,Quezon City,14.638888888889,121.07777777778,
Ateneo de Naga University,Ateneo de Naga; Ateneo de Naga University; Ateneo de Naga University,Philippines,,13.63,123.18416667,
Ateneo de Zamboanga University,Universidad del Ateneo de Zamboanga; Ateneo de Zamboanga; Universidad del Ateneo de Zamboanga; Ateneo de Zamboanga University,United States of America,,6.86666667,122.06666667,
Athabasca University,Athabasca University; 阿薩巴斯卡大學,Canada,Alberta,54.722397222222,-113.30338611111,
Athens School of Fine Arts,Ανώτατη Σχολή Καλών Τεχνών; ΑΣΚΤ; Афинская школа искусств; Школа изящных искусств (Афины); Афінська школа мистецтв; アテネ芸術学校,Greece,,37.962,23.689,0000 0001 0258 7376
Athens Technical College,,United States of America,,33.9894,-83.3397,
Athens University of Economics and Business,ΑΣΟΕΕ; ΟΠΑ; アテネ経済大学,Greece,Athens,37.993888888889,23.732222222222,0000 0001 2179 8267
Atish Dipankar University of Science and Technology,ইনডিপেন্ডেন্ট ইউনিভার্সিটি; Atish dipankar university of science and technology; Atish Dipankar University of Science and Technology,Bangladesh,,23.7978,90.353,
Atlanta Technical College,Atlanta Area Tech; Atlanta Technical Institute,United States of America,,33.7119,-84.4073,
Atlanta University Center,,United States of America,Georgia,33.749,-84.411,
Atlantic University,,United States of America,Virginia,36.8927,-75.9902,
Atomi University,跡見女子大学,Japan,Niiza City,35.81711111,139.54291667,
Atılım University,دانشگاه اتیلیم,Turkey,,39.81351,32.72368,
Auburn University,AUM; AU; 奧本大學; 奧本大學,United States of America,Auburn,32.603374,-85.486078,
Auburn University at Montgomery,AUM; Auburn Montgomery; Auburn University Montgomery; 奧本大學蒙哥馬利分校; 歐本大學蒙哥马利分校,United States of America,Montgomery,32.368779,-86.177036,
Auckland University of Technology,Auckland Technical School; AUT University; Seddon Memorial Technical College; AUT; AUT University; 오클랜드 공대,New Zealand,,-36.8533,174.7667,
Augsburg College,,United States of America,Minneapolis,44.9659,-93.2416,
Augusta State University,,United States of America,Georgia,33.4768,-82.023,
Augustana University,Augie; Augustana (SD); Augustana (South Dakota); Augustana College; Augustana College (SD); Augustana of South Dakota,United States of America,Sioux Falls,43.526861111111,-96.737027777778,
Aurel Vlaicu University of Arad,UAV; Universitatea Aurel Vlaicu,Romania,,46.17363889,21.31713889,
Aureus University School of Medicine,,Aruba,,12.50674444,-70.00660556,
Auro University of Hospitality and Management,,India,,21.1796,72.7348,
Aurora University,,United States of America,Aurora,41.754722,-88.347778,
Austin Center for Design,,United States of America,,30.276129,-97.716059,
Austin Peay State University,APSU; دانشگاه ایالتی استین پی; دانشگاه دولتی آستین پی; دانشگاه دولتی استین پی,United States of America,Tennessee,36.5323,-87.3546,
Australian Catholic University,Australische Katholische Universität; Australian Catholic University; Universitas katolik australia; オーストラリア・カトリック大学; ACU National; 澳大利亞天主教大學,Australia,Brisbane,-27.378,153.089,
Australian College of Applied Education,,Australia,,-31.9499,115.854,
Australian Lutheran College,,,,-34.909141,138.592774,
Australian National University,Australische Nationaluniversität; ANU; Phoenix Prize for Spiritual Art; The Australian National University; Australian National University; The Australian National University; Universidad nacional de australia; ANU; Austraalia Rahva Ülikool; Austraalia Riiklik Ülikool; Australian National University; Australian National University; Universite nationale australienne; האוניברסיטה האוסטרלית הלאומית; האוניברסיטה הלאומית האוסטרלית; Australian National University; Università nazionale australiana; 오스트레일리아 국립대학교; 호주 국립 대학교; 호주국립대학교; Australian National University; Universidade Nacional Australiana; Australian National University; ANU; The Australian National University; ANU; Australian National University; The Australian National University; Avustralya Ulusal Üniversitesi; Національний університет Австралії; Đại học Quốc gia Australia; Australian National University; ANU; Australian National University; 澳洲国立大学; 澳洲國家大學; 澳洲國立大學,Australia,Canberra,-35.2778,149.1205,
Automotive Dealership Institute,,United States of America,Arizona,33.532337,-111.925168,
Autonomous University of Aguascalientes,UAA; UAA; Universidad Autonoma de Aguascalientes,Mexico,,21.913380555556,-102.315025,
Autonomous University of Baja California,UABC; University of Baja California; Universidad Autonoma de Baja California; バハカリフォルニア大学; Autonome Universiteit van Neder-Californie; Autonome Universiteit van Neder-Californië; Universidad Autonoma de Baja California; Universidad Autónoma de Baja California; Universidad autónoma de baja california; Universidad Autónoma de Baja California; Universidade autónoma da baja california; Universidade Autónoma da Baja California; Universidade autônoma da baja california,México,Baja California,32.6634,-115.469,
Autonomous University of Baja California Sur,UABCS; Universidad Autonoma de Baja California Sur,Mexico,,24.100874,-110.315121,
"Autonomous University of Baja California, Campus Mexicali",,,,32.632199,-115.444435,
Autonomous University of Barcelona,UAB; Universidad Autónoma de Barcelona; Computer Vision Center; Universitat Autònoma de Barcelona; UAB,Spain,Cerdanyola del Vallès,41.500277777778,2.1077777777778,
Autonomous University of Campeche,Universidad Autonoma de Campeche,Mexico,,19.8275,-90.55583333,
Autonomous University of Chihuahua,Universidad Autonoma de Chihuahua,Mexico,,28.655204,-106.087289,
Autonomous University of Coahuila,U A de C; U A de C.; U A. de C.; U.A. de C.; UA de C; UAdeC; Universidad Autonoma de Coahuila,Mexico,,26.9457,-101.416,
Autonomous University of Durango,,Mexico,Durango,24.04795278,-104.6314944,
Autonomous University of Madrid,UAM; جامعة مدريد المستقلة; Universidad Autónoma de Madrid; Universidad Autónoma de Madrid; la Autónoma; Universidad Autónoma de Madrid; Universidad Autónoma de Madrid; Universidad Autonoma de Madrid; Universidad de Canto Blanco; UAM; Universidad Autonoma de Madrid; Universidad Autónoma de Madrid; Universite autonome de Madrid; Université Autonome de Madrid; UAM; Università autonoma di Madrid; Universidad Autonoma de Madrid; Universidad Autónoma de Madrid; la Autónoma; UAM; Universidad Autónoma de Madrid; Universidade Autônoma de Madri; มหาวิทยาลัยเอาโตโนมาแห่งมาดริด,Spain,Madrid,40.5453,-3.69611,0000 0001 1957 8126
Autonomous University of Nayarit,Federación de Estudiantes de la Universidad Autónoma de Nayarit; UAN; Universidad Autonoma de Nayarit,Mexico,,21.49194444,-104.89194444,
Autonomous University of Queretaro,,Mexico,,20.591046,-100.410127,
Autonomous University of Sinaloa,Universidad Autonoma de Sinaloa,Mexico,,24.82555556,-107.38138889,
Autonomous University of Tamaulipas,UAT; Universidad Autonoma de Tamaulipas,Mexico,,22.276151,-97.86296,
Autonomous University of Tlaxcala,UATx; UATX,Mexico,,19.302203,-98.243405,
Autonomous University of Zacatecas,,Mexico,,22.773064,-102.575131,
Ave Maria University,AMU,United States of America,Florida,26.3363,-81.438,
Averett University,AU,United States of America,Virginia,36.5789,-79.4122,
Avila University,,United States of America,Missouri,38.9126,-94.5915,
Avinash College of Commerce,,India,Hyderabad,17.4148,78.4017,
Avrasya University,,Turkey,,40.9924,39.7684,
Ayotzinapa Rural Teachers’ College,Raúl Isidro Burgos Rural Teachers’ College; Escuela Normal Rural Raúl Isidro Burgos,Mexico,Ayotzinapa,17.55333333,-99.41027778,
Ayush & Health Sciences University Chhattisgarh,,India,,21.246,81.605,
Azabu University,東京獣医講習所; 麻布獣医学校; 麻布獣医専門学校; 麻布獣医畜産学校; 麻布獣医畜産専門学校; 麻布獣医科大学,Japan,,35.575,139.38833333,
Azad Jammu and Kashmir Medical College,,Pakistan,,34.21,73.28,
Azad University Tehran medical Branch,دانشگاه آزاد اسلامی تهران پزشکی; دانشگاه آزاد اسلامی واحد تهران پزشکی; دانشگاه آزاد تهران پزشکی; دانشگاه ازاد اسلامی تهران پزشکی; دانشگاه ازاد اسلامی واحد پزشکی تهران; دانشگاه ازاد اسلامی واحد تهران پزشکی; دانشگاه ازاد تهران پزشکی,Iran,,35.777714,51.433736,
Azarbaijan Shahid Madani University,آذربایجان بیلیم‌یوردو; آذربایجان دانشگاهی; آذربایجان بیلیم‌یوردو; آذربایجان دانشگاهی; شهید مدنی دانشگاهی; تربیت معلم آذربایجان; تربیت معلم اذربایجان; دانشگاه آذران; دانشگاه آذربایجان; دانشگاه اذران; دانشگاه اذربایجان; دانشگاه تربیت معلم آذربایجان; دانشگاه تربیت معلم اذربایجان; دانشگاه شهید مدنی; دانشگاه شهید مدنی اذربایجان,Iran,,37.81235,45.94894167,
Azerbaijan Diplomatic Academy,Azərbaycan Respublikası Xarici İşlər Nazirliyinin Diplomatik Akademiyası,Azerbaijan,,40.3946,49.8492,
Azerbaijan State Marine Academy,Azərbaycan Dəniz Akademiyası,Azerbaijan,,40.3953,49.8822,
Azerbaijan State Oil Academy,ADNA; Azərbaycan Dövlət Neft Akademiyası; Azərbaycan Neft və Kimya İnstitutu; Azərbaycan Sənaye İnstitutu; Neft Akademiyası; Aserbaidschanische Staatliche Akademie für Erdöl und Erdgas; Aserbaidschanisches Institut für Industrie; Әзірбайжан Мемлекеттік Мұнай Академиясы; Әзірбайжан мұнай және химия институты; Әзірбайжан мұнай институты; Әмма; Баку мұнай институты; Мәлібеков атындағы Әзірбайжан мұнай және химия институты; АГНА; Азербайджанская Государственная Нефтяная Академия; Азербайджанский индустриальный институт; Азербайджанский институт нефти и химии; Азербайджанский институт нефти и химии им. М. Азизбекова; Азербайджанский нефтяной институт; АЗИ; Азинефтехим; Бакинский институт нефти и газа; Azerbaycan Devlet Neft Akademisi; Azerbaycan devlet petrol akademisi; Bakü Devlet Petrol Akademisi; Бакинський інститут нафти і газу,Azerbaijan,,40.3785,49.8485,
Azerbaijan State University of Culture and Arts,ADMİU; Azərbaycan Dövlət İncəsənət İnstitutu; Azərbaycan Dövlət İncəsənət Universiteti; Azərbaycan Dövlət Mədəniyyət və İncəsənət İnstitutu; Azərbaycan İncəsənət İnstitutu; Azərbaycan Mədəniyyət və İncəsənət İnstitutu; Azərbaycan Mədəniyyət və İncəsənət Universiteti; Əli bəy Hüseynzadə adına Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti; M.A.Əliyev adına Azərbaycan Dövlət İncəsənət İnstitutu; M.Əliyev adına Azərbaycan Dövlət İncəsənət İnstitutu; АГУКИ,Azerbaijan,,40.38,49.821,
Azerbaijan Technical University,Azərbaycan Politexnik İnstitutu; Çingiz İldırım adına Azərbaycan Politexnik İnstitutu; Çingiz İldrım adına Azərbaycan Politexnik İnstitutu,Azerbaijan,,40.37027778,49.81527778,
Azerbaijan University of Languages,ADU; Azərbaycan Dövlət Dillər İnstitutu; Azərbaycan Xarici Dillər İnstitutu; Xarici Dillər Universiteti; Азербайджанский университет иностранных языков,Azerbaijan,,40.3836,49.8431,
Azusa Pacific University,دانشگاه ازوزا پاسیفیک; Asuza Pasific University,United States of America,California,34.12971,-117.88888,
